R.U.T.,Entidad,Vigencia,URL Ficha,rut,nombre_razon_social,nombre_fantasia,vigencia,tipo_persona,numero_inscripcion,tipo_doc_nombramiento,nro_doc_nombramiento,fecha_doc_nombramiento,telefono,domicilio,comuna,ciudad,region,casilla,url_ficha
79711460-K,SOCIEDAD PRODUCTORA ESPAÑA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79711460&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAF&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79711460&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAF&control=svs&pestania=1
86040300-5,SOCIEDAD PRODUCTORA NACIONAL DE SEGUROS SOPRONASE LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86040300&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFFAAU&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=86040300&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFFAAU&control=svs&pestania=1
88788000-K,SOCIEDAD PRODUCTORA Y ASESORA DE SEGUROS CAMILO SUR LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88788000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGCAAK&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88788000&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGCAAK&control=svs&pestania=1
84150500-K,SOCIEDAD PRODUCTORES DE SEGUROS AVANCE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84150500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAI&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84150500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAI&control=svs&pestania=1
84224600-8,SOCIEDAD PRODUCTORES DE SEGUROS GABRIEL SILVA Y CIA. LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84224600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAJ&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84224600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAJ&control=svs&pestania=1
84439800-K,SOCIEDAD PRODUCTORES DE SEGUROS METROPOLITANA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84439800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAc&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84439800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFmAAc&control=svs&pestania=1
88319200-1,SOCIEDAD PROMOTORA DE SEG. E INTANGIBLES PROVEM LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88319200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAQ&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88319200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAQ&control=svs&pestania=1
88323500-2,SOCIEDAD PROMOTORA DE SEGUROS DE VIDA Y SALUD SOVISA LIMITAD,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88323500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAR&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88323500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGiAAR&control=svs&pestania=1
76233849-1,SOCIEDAD ROYAL A&M CORREDORES LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76233849&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH3AAG&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76233849&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH3AAG&control=svs&pestania=1
76233849-1,SOCIEDAD ROYAL A&M CORREDORES LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76233849&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHzAAZ&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76233849&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHzAAZ&control=svs&pestania=1
84237300-K,"SOCIEDAD UNDURRAGA LYON LOHR HOLDINGS LIMITED, PRODUCTORES D",NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84237300&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAL&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=84237300&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF6AAL&control=svs&pestania=1
79926130-8,SOFFIA FERNANDEZ SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79926130&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAX&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79926130&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAX&control=svs&pestania=1
77669524-6,SOLIS CORREDOR DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77669524&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOeAAX&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77669524&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOeAAX&control=svs&pestania=1
76713622-6,SPARTACUS CORREDORES DE SEGUROS GENERALES Y DE VIDA SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76713622&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWO4AAH&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76713622&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWO4AAH&control=svs&pestania=1
76713622-6,SPARTACUS CORREDORES DE SEGUROS GENERALES Y DE VIDA SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76713622&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWO+AAA&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76713622&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWO+AAA&control=svs&pestania=1
89388500-5,SPOERER Y ASOCIADOS CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89388500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAb&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89388500&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFrAAb&control=svs&pestania=1
83500600-K,STEIN Y COMPAÑIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=83500600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFtAAI&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=83500600&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFtAAI&control=svs&pestania=1
76805071-6,STEPS CORREDORA DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76805071&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOeAAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76805071&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOeAAC&control=svs&pestania=1
79717280-4,SUDAMERICANA CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79717280&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAI&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79717280&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAI&control=svs&pestania=1
76207152-5,SUMA CAPITAL ASESORIAS Y VALORES LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76207152&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHuAAN&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76207152&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHuAAN&control=svs&pestania=1
76464628-2,SUPORT CORREDORES DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76464628&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOPAAE&control=svs&pestania=1,76464628-2,SUPORT CORREDORES DE SEGUROS SPA,,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,7827,Certificado,,2015-09-10,,TENDERINI 85 OFICINA 31,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76464628&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOPAAE&control=svs&pestania=1
76253117-8,SURAN CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76253117&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOCAAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76253117&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOCAAC&control=svs&pestania=1
76033429-4,SUSANA SEPULVEDA SALECH CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76033429&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHlAAB&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76033429&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHlAAB&control=svs&pestania=1
79694490-0,SWETT Y COMPAÑIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79694490&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAD&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79694490&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAD&control=svs&pestania=1
76346663-9,TABALI CORREDORA DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76346663&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH1AAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76346663&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH1AAC&control=svs&pestania=1
89890100-9,TAURO LTDA. CORREDORA DE SEGUROS,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89890100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF9AAj&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89890100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF9AAj&control=svs&pestania=1
82147100-1,TECNISEGUROS LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=82147100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFpAAp&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=82147100&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFpAAp&control=svs&pestania=1
76352910-K,TEMPORA CORREDORES DE SEGUROS S.A.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76352910&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGXAAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76352910&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGXAAC&control=svs&pestania=1
76946099-3,TESLA CORREDORES DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76946099&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWO1AAL&control=svs&pestania=1,76946099-3,TESLA CORREDORES DE SEGUROS SPA,,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,8526,Certificado,,2019-05-31,,APOQUINDO 6410 OFICINA 605,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76946099&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWO1AAL&control=svs&pestania=1
78725450-0,TOLEDO Y ZAMORANO CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78725450&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFuAAm&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78725450&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFuAAm&control=svs&pestania=1
77394344-3,TOTAL PARTNERS CORREDORES SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77394344&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOjAAW&control=svs&pestania=1,77394344-3,TOTAL PARTNERS CORREDORES SPA,,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,9172,Certificado,,2022-06-13,,REGIMIENTO CAZADOES 1222,,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77394344&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOjAAW&control=svs&pestania=1
76070489-K,TOW TRUCKS CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76070489&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHPAAB&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76070489&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHPAAB&control=svs&pestania=1
76070489-K,TOW TRUCKS CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76070489&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOGAAa&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76070489&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOGAAa&control=svs&pestania=1
76269546-4,TRANSRISK CORREDORES DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76269546&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWODAAD&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76269546&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWODAAD&control=svs&pestania=1
89460200-7,"TRIGAL LIMITADA, SOCIEDAD CORREDORA DE SEGUROS",NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89460200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF9AAV&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89460200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAF9AAV&control=svs&pestania=1
77713698-4,TRUST CORREDORA DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77713698&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOgAAe&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77713698&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOgAAe&control=svs&pestania=1
76437709-5,UB CORREDORES DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76437709&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOOAAM&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76437709&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOOAAM&control=svs&pestania=1
76950200-9,UMBRELLA CORREDORES DE SEGUROS SPA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76950200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHOAAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76950200&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHOAAC&control=svs&pestania=1
89933700-K,UNDURRAGA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89933700&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAc&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89933700&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFoAAc&control=svs&pestania=1
88670400-3,UNITED INSURANCE Y CO. LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88670400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGCAAG&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=88670400&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGCAAG&control=svs&pestania=1
76122025-K,UNIVERSAL RISK CORREDORES DE SEGUROS S.A.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76122025&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHRAAe&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76122025&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHRAAe&control=svs&pestania=1
79973640-3,"URETA, LOYARTE LIMITADA",NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79973640&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFpAAb&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79973640&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFpAAb&control=svs&pestania=1
77526430-6,V & B PRODUCTORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77526430&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFNAAf&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77526430&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFNAAf&control=svs&pestania=1
78028060-3,VALDERRAMA Y URETA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78028060&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFzAAS&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=78028060&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFzAAS&control=svs&pestania=1
79620720-5,VALDES Y COMPAÑIA LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79620720&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFIAAm&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79620720&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAFIAAm&control=svs&pestania=1
89136800-3,VALENZUELA Y WERNER LTDA. PRODUCTORA DE SEGURO,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89136800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGCAAU&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=89136800&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGCAAU&control=svs&pestania=1
77620530-3,VASQUEZ Y VASQUEZ CORREDORES DE SEGUROS E INVERSIONES LTDA.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77620530&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGNAAj&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=77620530&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGNAAj&control=svs&pestania=1
79694050-6,VELASCO Y PEREZ CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79694050&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAC&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=79694050&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAGgAAC&control=svs&pestania=1
76203770-K,VENTAS Y SERVICIOS CUBAS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76203770&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH9AAb&control=svs&pestania=1,76203770-K,VENTAS Y SERVICIOS CUBAS LIMITADA,CUBAS LIMITADA,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,7312,Certificado,,2013-04-24,,14 NORTE 1216 OFICINA 303,,VINA DEL MAR,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76203770&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAH9AAb&control=svs&pestania=1
76687478-9,VERONICA AEDO VILLAR CORREDORES DE SEGUROS E.I.R.L.,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76687478&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOTAAQ&control=svs&pestania=1,76687478-9,VERONICA AEDO VILLAR CORREDORES DE SEGUROS E.I.R.L.,,Corredor No Previs. Elim. No envio de Poliza,Persona Jurídica,8106,Certificado,,2017-04-26,,"EL ARCANGEL N°4955, DEPTO. 21",,SANTIAGO,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76687478&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAWOTAAQ&control=svs&pestania=1
76046697-2,VERTICALE CORREDORES DE SEGUROS LIMITADA,NV,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76046697&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHNAAA&control=svs&pestania=1,,,,,,,,,,,,,,,,https://www.cmfchile.cl/institucional/mercados/entidad.php?auth=&send=&mercado=S&rut=76046697&grupo=&tipoentidad=CSJUR&vig=NV&row=AAAwU3AAWAAAAHNAAA&control=svs&pestania=1
